Athlete_ID,Race_ID,Time_sec,Rank
7,8,1701.7013560206694,283
7,9,2182.1200860418667,745
7,10,1712.414198752314,259
8,1,1801.5340369927383,649
8,2,1729.623859987456,318
8,3,1681.345064525912,684
8,4,1713.2589430590174,664
8,5,1751.6142865001973,608
8,6,1921.2152570443616,472
8,7,1517.0829574598213,497
8,8,2221.187621597788,442
8,9,1224.3686354102874,625
8,10,1792.045837365235,952
9,1,1830.7043047649001,642
9,2,1670.217215835596,220
9,3,1742.2917105656632,130
9,4,1890.4642027000837,53
9,5,1901.9462892559932,416
9,6,1797.7859550166281,247
9,7,2142.846844354506,123
9,8,2025.5799098060322,401
9,9,1559.4516469950918,884
9,10,2215.2047156798035,610
10,1,1976.0571281400812,752
10,2,2457.1366877429937,144
10,3,1651.970255339002,326
10,4,2076.948782502586,464
10,5,1829.8954095262923,955
10,6,1648.9573037651403,932
10,7,1802.7433037220412,147
10,8,1690.3382109502372,148
10,9,1481.3088858821684,929
10,10,1942.0777291905545,936
11,1,1986.1644647885205,641
11,2,1751.718786941081,779
11,3,1565.0240122991288,151
11,4,1703.3815451382973,415
11,5,1692.9764922695417,764
11,6,1966.8365395601895,144
11,7,1868.237980381239,572
11,8,2192.1428262847285,881
11,9,1702.652712651332,652
11,10,1738.2399848713485,453
12,1,1877.964838274527,9
12,2,2034.5468615331931,233
12,3,2189.819044279346,131
12,4,1539.856153185134,404
12,5,1875.147855103763,920
12,6,1903.9344628490926,628
12,7,1867.8864808496623,227
12,8,2054.220429772992,112
12,9,1887.9217419896045,861
12,10,1585.6945745920896,914
13,1,1852.4499035974413,822
13,2,1434.9435322922282,163
13,3,1442.6089508392054,161
13,4,1996.966082590149,580
13,5,1574.6461726008215,916
13,6,1460.871584063841,504
13,7,2089.0128387732966,401
13,8,1923.8342780809494,640
13,9,1539.7076730061876,883
13,10,1843.7585557284929,470
14,1,1533.145671112343,38
14,2,1555.2569145103685,230
14,3,2063.6020644572686,283
14,4,1728.121647541857,27
14,5,1803.900567563372,284
14,6,2236.060223147195,879
14,7,1378.0784198455353,829
14,8,1789.6411031715575,816
14,9,1478.7322505816664,220
14,10,1944.7417245729555,158
15,1,1762.7602833355022,181
15,2,2022.1022453843216,607
15,3,1545.9618845794785,983
15,4,1345.5458325942407,161
15,5,1522.1860142365567,793
15,6,1646.1104047093136,735
15,7,1455.6840081525,639
15,8,2216.8808484439774,155
15,9,1492.350039083953,104
15,10,1445.0881165994842,929
16,1,1925.5918407517806,39
16,2,1581.5462251909998,477
16,3,1599.9169875130463,818
16,4,1292.454523124909,921
16,5,1580.114659486883,903
16,6,1858.6039417640918,825
16,7,1445.0203135636743,776
16,8,1948.4986962575085,512
16,9,1633.2165306676147,883
16,10,1761.6795514608343,471
17,1,1820.5053753311486,800
17,2,1677.1773508285328,727
17,3,1439.960478680951,698
17,4,2160.414133265307,575
17,5,1676.171516042968,682
17,6,1978.6930955412963,838
17,7,1906.3258755358988,613
17,8,1235.906223464233,993
17,9,1637.6143675080098,620
17,10,2033.046901327681,5
18,1,2163.119589940992,992
18,2,1754.6292103523313,884
18,3,2299.1309368344755,936
18,4,1578.2290705634678,820
18,5,1407.6257100991875,58
18,6,1202.8201351267908,951
18,7,1580.1923396088466,830
18,8,1626.5169258107587,791
18,9,2334.38732310791,641
18,10,1596.775299685573,58
19,1,1765.3579770228803,96
19,2,2049.5125730927543,638
19,3,1855.1566543228676,189
19,4,1973.3691405296504,999
19,5,1563.7194268923386,861
19,6,2377.0873236435837,247
19,7,1825.9697443567663,435
19,8,1622.1351802618935,997
19,9,1698.184112046541,220
19,10,1555.418719043423,69
20,1,1715.8035373977539,958
20,2,1618.8072241506757,453
20,3,1521.920858526575,432
20,4,1782.14239318146,341
20,5,1411.5172576560421,734
20,6,1768.464448576076,357
20,7,2289.7233911794906,837
20,8,1370.9575866118103,100
20,9,1761.4763560380875,762
20,10,1660.300568623636,659
21,1,2148.949125646488,325
21,2,1803.0699183058762,516
21,3,1970.3305103272874,258
21,4,1844.4545194137447,497
21,5,1903.2204394206067,852
21,6,2077.86976286551,664
21,7,2024.731703089297,545
21,8,2342.6870487060487,929
21,9,1944.3653185284381,268
21,10,1940.1171518186663,835
22,1,1950.4280271078246,43
22,2,2118.191573646423,556
22,3,1535.07640245614,302
22,4,1590.1865854810553,898
22,5,1833.0898735900264,727
22,6,1670.9923842450253,849
22,7,1453.3452269731547,970
22,8,2271.033186611656,602
22,9,1428.530744655495,903
22,10,1552.6046017046783,196
23,1,1487.1115819191446,75
23,2,2197.9415004957145,413
23,3,1772.9764100459379,761
23,4,1648.2359840297117,676
23,5,1965.5211031395224,192
23,6,1586.9616126217547,739
23,7,1793.7295218107556,978
23,8,1835.1982149926346,999
23,9,2113.102693610625,736
23,10,1868.693561456562,37
24,1,2029.3434705977133,279
24,2,1466.6508561767707,217
24,3,1611.9426391385537,881
24,4,1397.3978087839932,62
24,5,1063.0220562679815,397
24,6,1777.040381594536,699
24,7,1917.6125669197788,735
24,8,1762.6424257218948,384
24,9,1397.306152047002,144
24,10,790.7713420610067,885
25,1,1860.5722325408387,948
25,2,1558.5789944773512,891
25,3,1697.2233395308062,693
25,4,1874.7943624865866,42
25,5,2344.099972763672,751
25,6,1921.3748685352575,588
25,7,2066.695288283146,913
25,8,1948.8192699677625,253
25,9,1722.4746792547694,168
25,10,2155.0446960423005,170
26,1,2065.8605898388128,194
26,2,1729.8890462057984,517
26,3,1325.5038223156364,648
26,4,1823.702704273217,496
26,5,1886.964843461138,301
26,6,1743.8325130953558,132
26,7,2197.951166231032,787
26,8,1513.6829614281014,445
26,9,2243.475634446739,714
26,10,1536.1596479259729,858
27,1,1582.6998613958701,173
27,2,1237.2664084308171,653
27,3,2233.1241629057286,660
27,4,1225.5277891171434,476
27,5,1994.267432704114,935
27,6,1960.8079604714574,1
27,7,1468.7334634358601,505
27,8,2028.471552389279,191
27,9,1545.919878825701,929
27,10,1786.4251128782041,934
28,1,2207.644989999819,685
28,2,1714.0960451502242,672
28,3,1230.9758339451232,80
28,4,1979.7279977487424,886
28,5,2053.0722068341033,441
28,6,1480.1035565280094,402
28,7,1658.4367427646393,143
28,8,1633.1456562594035,415
28,9,2231.026401764866,971
28,10,1589.490006897651,12
29,1,1537.3314635904117,373
29,2,1729.5454999232077,8
29,3,1938.8172940923357,648
29,4,1487.7449540160312,698
29,5,1572.9281728465212,869
29,6,1537.4763531395647,41
29,7,1702.9881602990395,959
29,8,1301.9647738331,145
29,9,1606.4033372407541,461
29,10,1319.81669729171,732
30,1,1606.1101502097754,547
30,2,1678.9335129459269,253
30,3,1763.1633752527455,709
30,4,1994.6679723760649,815
30,5,1842.6150275752705,5
30,6,2111.1475394833874,119
30,7,2219.87899435582,146
30,8,1665.7715927225586,224
30,9,1615.2642465696865,827
30,10,2230.8550404233297,795
31,1,1591.7562139477518,105
31,2,1832.9580219129746,99
31,3,1865.6049276828423,709
31,4,1654.687292409209,863
31,5,1895.8612736606144,23
31,6,1857.9834185548157,997
31,7,2077.2457149256606,83
31,8,2043.8569392714298,145
31,9,1578.1143691711943,1
31,10,1605.225816499887,51
32,1,1538.3688703789323,449
32,2,1598.6928266547914,881
32,3,756.5492359090331,771
32,4,1719.5210814151462,891
32,5,2081.1217560945533,236
32,6,1629.2021608353666,389
32,7,1631.022416561891,919
32,8,2561.7773373632676,207
32,9,1978.1226527523636,75
32,10,2163.8445221048055,435
33,1,1870.039738944073,738
33,2,2040.795676682229,806
33,3,2283.1735389669902,335
33,4,2182.1980171766454,859
33,5,1875.3584916659022,249
33,6,1663.8610005083533,166
33,7,2059.8211548128393,542
33,8,1768.927170029513,759
33,9,2371.7721710780984,797
33,10,1868.2806962791476,900
34,1,2163.6469299675305,785
34,2,1756.7852105176441,508
34,3,1343.0517388584717,126
34,4,2161.7745621727754,747
34,5,1254.2098651410213,111
34,6,2074.3816546782255,761
34,7,2502.5925607538984,971
34,8,1469.4435600054717,374
34,9,1527.5837869288687,900
34,10,1968.3099202413182,696
35,1,2099.134566569346,667
35,2,1729.4043774278243,93
35,3,1822.8144119689155,51
35,4,1905.8879926616705,403
35,5,1649.0287543002755,682
35,6,2113.593837902283,829
35,7,1815.2527707408467,645
35,8,1653.407974383576,233
35,9,2035.8101867136247,945
35,10,1713.8579707729843,78
36,1,1434.4531076140242,794
36,2,1451.9024924192083,249
36,3,2389.27589009847,56
36,4,1740.833498743943,350
36,5,1686.2827061453038,337
36,6,1482.1262561350054,26
36,7,1853.4385277283193,303
36,8,1810.6906379551367,639
36,9,1789.440918461255,28
36,10,1816.9676848767504,983
37,1,2334.218831443567,666
37,2,1875.7439365030755,526
37,3,2060.0547190026427,363
37,4,1941.3110494254063,751
37,5,1449.069469852473,192
37,6,1302.272523483703,985
37,7,1568.674037848668,39
37,8,1972.8523798413303,953
37,9,1331.8482256851987,525
37,10,1862.0068389003231,212
38,1,1146.9955832183452,233
38,2,1682.6897996308526,109
38,3,2571.9974856331296,470
38,4,1612.7949813334264,34
38,5,2425.343169162469,748
38,6,2217.2710488555826,595
38,7,1343.077128335894,692
38,8,1459.240350747826,282
38,9,1375.4392441447455,315
38,10,1978.620340713127,877
39,1,1948.9734476894398,437
39,2,1741.7245835297897,662
39,3,1614.8728775139375,624
39,4,1422.3473875343414,516
39,5,2039.2452613434943,847
39,6,1843.5612180856374,646
39,7,1797.3628331089933,998
39,8,1935.4233595942494,947
39,9,1969.9020391557067,715
39,10,2049.545452831579,392
40,1,2172.5911794029566,645
40,2,1774.2710492301499,326
40,3,1992.1746020847454,140
40,4,1555.5647616029107,559
40,5,2096.247901710217,550
40,6,2029.2613164005725,805
40,7,2029.275659582707,845
40,8,1803.23944944291,259
40,9,1755.4345784978852,10
40,10,1677.7619587094205,261
41,1,2101.887842764332,321
41,2,1626.9324391430555,319
41,3,2131.898731448533,971
41,4,2031.491444790401,911
41,5,1058.5066499618133,606
41,6,1560.931423358857,95
41,7,1850.918785317112,588
41,8,1826.8181757436948,995
41,9,1825.97693624187,918
41,10,1753.2968293823762,572
42,1,1764.0447241903203,873
42,2,1834.1188380638941,229
42,3,1653.7181327782519,725
42,4,1670.2325436541137,165
42,5,1963.0449458891333,410
42,6,2110.4762781241798,574
42,7,2061.3374110295076,89
42,8,1702.1929403496476,402
42,9,1724.9632196776465,526
42,10,2190.3157299486898,800
43,1,1238.7624236922434,23
43,2,1694.5459547876073,575
43,3,1325.924418976942,225
43,4,1804.8160255931793,503
43,5,1575.8676333179212,104
43,6,1816.475789595677,947
43,7,1113.2816229201007,579
43,8,2229.7445752357517,391
43,9,2074.8513796813863,500
43,10,2127.108873508094,15
44,1,1796.1767548534895,478
44,2,2116.3185647547343,231
44,3,2048.4460471170314,411
44,4,2102.968488314898,951
44,5,1694.3625839088977,834
44,6,1672.4036297514465,522
44,7,2292.628851332233,118
44,8,1788.3563151839921,806
44,9,1126.5591276878072,877
44,10,2002.7426190132242,216
45,1,1816.5467629255836,648
45,2,2551.7067628925915,261
45,3,1028.1206275846966,685
45,4,1684.3385280096265,130
45,5,1808.1794114456636,932
45,6,1759.4699076255188,292
45,7,2015.429564475505,660
45,8,2270.2783262636904,11
45,9,1766.4082438216149,134
45,10,1897.9270095212144,712
46,1,1296.1622153994629,363
46,2,1618.4810772024289,396
46,3,1719.3497469614474,616
46,4,1668.0407137153747,828
46,5,1537.34249195644,324
46,6,1861.3830628574738,133
46,7,1865.0583110948814,106
46,8,1932.6349995940418,604
46,9,1611.0385063137653,51
46,10,1744.959253921061,29
47,1,1611.774334686757,420
47,2,1651.3832271206259,182
47,3,1657.9721421898512,950
47,4,2085.564905408566,567
47,5,1961.3297875220867,431
47,6,1392.386545631382,969
47,7,1561.049112402724,313
47,8,1998.2325695166421,117
47,9,1525.4275860010905,244
47,10,1873.8311046870547,537
48,1,1333.2750072385115,347
48,2,964.6093065653699,529
48,3,1666.9560322544135,763
48,4,1824.7967878335096,179
48,5,1941.5064315593522,180
48,6,1341.0707090481576,710
48,7,1584.5089751487753,666
48,8,2071.7662834471507,156
48,9,1823.5226767518232,849
48,10,1354.5895285448782,84
49,1,2482.995487919651,342
49,2,1311.2092168337244,476
49,3,1398.1114505418627,327
49,4,1844.6670682956671,769
49,5,1538.7406057061014,435
49,6,1316.4116461049746,891
49,7,1629.8510496193815,670
49,8,2138.6666229140724,285
49,9,1369.8874282614347,144
49,10,2239.616926655728,424
50,1,1304.7792841654316,371
50,2,2010.282678433823,175
50,3,2528.9543185961907,113
50,4,2384.919778680369,114
50,5,2277.5151969564467,644
50,6,1794.6229279314439,897
50,7,1629.6842895672928,643
50,8,1733.5433709945848,800
50,9,1954.1386240741833,162
50,10,1711.6900016945083,380
51,1,2166.661003862381,835
51,2,1147.7029307740058,984
51,3,1807.6714009228301,328
51,4,1376.7448408782652,54
51,5,2043.7681789089193,51
51,6,1235.7924692176466,609
51,7,2314.997332936417,803
51,8,1932.2904545583806,96
51,9,1803.9001519485378,814
51,10,1818.4705861876353,491
52,1,1717.2571303194024,823
52,2,1482.7406245699972,944
52,3,1869.283186916449,673
52,4,1585.2072579221383,151
52,5,1899.0957204727847,82
52,6,2061.0029722692225,514
52,7,1868.1784227403705,523
52,8,2024.394130218575,746
52,9,1662.4464457420572,119
52,10,2126.5620832867635,396
53,1,1657.3408367506952,256
53,2,2104.706083519045,734
53,3,2084.914824178781,867
53,4,1691.7037562232306,500
53,5,1849.9245446288664,59
53,6,1507.2060575125,727
53,7,1699.2854781340288,115
53,8,2203.813262239415,209
53,9,1892.3405306676177,237
53,10,1286.9494822030124,281
54,1,1613.143649069615,235
54,2,1674.5570897972184,494
54,3,1805.530179919618,109
54,4,1904.2745116085014,610
54,5,1311.122104207102,17
54,6,1965.5590965928502,677
54,7,2108.746691197693,599
54,8,1941.7792447239128,629
54,9,2286.1600335497633,821
54,10,2271.1483905783416,455
55,1,2155.853454697236,981
55,2,1877.1414390281914,476
55,3,1674.3885477580652,130
55,4,2236.4783424977,822
55,5,1695.5960741109484,292
55,6,1859.5675088688874,371
55,7,1616.5446591024156,296
55,8,1378.0016709455333,11
55,9,2202.3935759100405,807
55,10,1534.8666633407195,744
56,1,1515.1803333504172,623
56,2,2589.714619451217,664
56,3,1828.5962420843157,289
56,4,1853.7110389646896,762
56,5,1627.3086521286677,958
56,6,1836.6029443936084,507
56,7,1293.132832176519,154
56,8,2096.136660038613,450
56,9,1789.5034528509116,939
56,10,2331.240190690653,616
57,1,1332.6143046969996,131
57,2,1679.8855919450045,498
57,3,1989.7223217166563,478
57,4,2091.7663348880187,102
57,5,1271.139921338688,44
57,6,2143.2405607849255,955
57,7,1777.669971269986,815
57,8,1986.2016292652033,12
57,9,2119.37060340801,776
57,10,1835.8817006661209,991
58,1,1967.9371343793118,374
58,2,2124.2342176663865,976
58,3,1663.8767074390676,89
58,4,1989.8824901380394,268
58,5,1928.8854657397758,919
58,6,1862.3063061489333,794
58,7,2045.545420391562,782
58,8,1840.1542962738,335
58,9,1475.6830378775212,688
58,10,2115.945855999871,840
59,1,2138.7208312605426,935
59,2,1775.8752678873022,995
59,3,2081.4851417927994,273
59,4,1645.1865815347878,526
59,5,1378.452023290662,188
59,6,1950.3100030552034,813
59,7,1866.6401314901138,936
59,8,1656.3754135009567,986
59,9,1721.6918240259613,527
59,10,1840.4954162459067,888
60,1,2234.0933653061197,921
60,2,1858.9664329534723,397
60,3,2060.3295072512665,426
60,4,1884.909661618565,108
60,5,1824.6851967826271,416
60,6,2119.644112519605,608
60,7,2166.951285177437,477
60,8,1594.970462960963,318
60,9,2489.669437085775,440
60,10,1691.1484318681023,748
61,1,1295.4539024600313,389
61,2,1272.4203000017558,577
61,3,1673.9439548712428,142
61,4,1715.4646173418478,376
61,5,1498.1652320749513,958
61,6,1484.7264126515438,293
61,7,1789.5945337839657,817
61,8,1870.2644197609561,889
61,9,1478.8265760968497,805
61,10,2004.786970937144,61
62,1,1968.9236621917712,807
62,2,1340.2417974248037,440
62,3,1873.0487216423699,62
62,4,2078.429332984858,845
62,5,1755.2432520723844,861
62,6,1602.1759765646993,575
62,7,1985.4421785842044,366
62,8,1648.8886557980575,330
62,9,1761.5365421714669,937
62,10,1649.658009816429,753
63,1,1954.5818558960295,727
63,2,2158.2545887653205,689
63,3,2550.5094638581327,753
63,4,1940.8862368126513,573
63,5,1832.600649320205,850
63,6,1287.3697082461263,62
63,7,2470.702406095342,893
63,8,1600.2184551613811,89
63,9,2264.2515603990187,610
63,10,2338.7633019286563,267
64,1,1691.2394924701912,988
64,2,1975.1401128468872,541
64,3,1885.7596172174715,40
64,4,1900.3370369961076,537
64,5,1544.8330624013413,984
64,6,1831.4205895914392,124
64,7,1386.2042315956419,901
64,8,1580.7209880174244,176
64,9,1547.7273605856435,316
64,10,1797.5165776349852,688
65,1,1644.7166102891485,593
65,2,1867.1363854916694,114
65,3,755.7573513719749,349
65,4,1538.9330273569465,115
65,5,1653.1681672445334,866
65,6,2113.2482631207217,40
65,7,1308.181119700783,262
65,8,1938.7645657942621,216
65,9,1977.1964492076927,353
65,10,2132.6110741748726,571
66,1,1921.6852779421135,363
66,2,2014.5021041403422,557
66,3,2120.002406876746,191
66,4,2150.7886771337016,667
66,5,1605.2426025288962,747
66,6,1944.1686322232242,557
66,7,1749.8645759049436,363
66,8,1844.014105929997,437
66,9,1593.1379036758901,356
66,10,1948.4866552684575,258
67,1,1808.6234468804453,295
67,2,2183.5355587821896,962
67,3,2045.3258087628149,113
67,4,1353.182082105208,233
67,5,1392.0431577060242,700
67,6,2023.8760698081662,448
67,7,2248.5401236552234,326
67,8,1864.089127328553,467
67,9,1874.8151051132265,224
67,10,2273.2359839290425,994
68,1,2162.6945832319398,222
68,2,1367.5517255809154,37
68,3,1666.0699156348414,731
68,4,1858.2269978694924,192
68,5,1691.1128163093879,906
68,6,1852.3917808103483,886
68,7,2158.5139886774527,210
68,8,1343.0439285648677,306
68,9,2406.120589104634,948
68,10,1578.0377170609838,381
69,1,1611.2784083791714,33
69,2,1749.4332377811718,646
69,3,2140.981431511368,459
69,4,1662.9098029267725,570
69,5,2003.4898233576123,99
69,6,1785.591140785747,397
69,7,1826.6856817829107,797
69,8,2149.7741146114204,157
69,9,2050.225715582491,687
69,10,1651.5889893246654,974
70,1,1654.7072458240896,707
70,2,1693.6127451199518,849
70,3,1929.2520733001245,869
70,4,1872.9922992385098,955
70,5,1245.9682696585796,570
70,6,1629.9991762469683,892
70,7,2082.6499515491487,163
70,8,2058.028915242921,832
70,9,1920.8304875979281,786
70,10,2006.9589749388902,271
71,1,2554.6638623622675,60
71,2,1303.075888357453,430
71,3,1752.4033512394242,562
71,4,1444.0075447904858,199
71,5,1516.6893667370841,693
71,6,1896.9737288726938,536
71,7,1858.956350910441,558
71,8,2012.7011272765537,527
71,9,1490.784749159543,273
71,10,1785.0700471052746,894
72,1,1597.0823093822191,678
72,2,2340.2821298732447,944
72,3,1577.7502776096892,501
72,4,1795.7132905830094,117
72,5,1363.9720508176783,64
72,6,2389.5982525361137,717
72,7,1764.3006072807318,990
72,8,1446.6310071058283,320
72,9,1898.5486110389447,166
72,10,1778.3149565788729,544
73,1,2164.546502661526,102
73,2,2022.6253765571396,425
73,3,1792.7469068705611,88
73,4,1628.698584108128,553
73,5,1798.9192382728295,86
73,6,1452.490593242237,92
73,7,1957.4666335991851,928
73,8,2334.48752712761,242
73,9,1862.5148423842656,801
73,10,1187.4795394727128,745
74,1,1719.2441604955834,116
74,2,1774.1584663549909,666
74,3,1499.5139970315254,871
74,4,1715.6699121342135,90
74,5,2096.6648211927054,994
74,6,1986.9929419963812,106
74,7,2219.8066309758005,902
74,8,2077.3901048738308,9
74,9,2343.594037240461,264
74,10,1907.3777186075306,840
75,1,2068.5579660083195,318
75,2,1990.5515405045908,111
75,3,1834.360009864639,314
75,4,2085.0436412996496,22
75,5,2422.57826178758,809
75,6,1593.2436545731296,700
75,7,1689.143514953331,12
75,8,1861.3648188272236,87
75,9,1710.508951634566,243
75,10,2449.0969497674214,122
76,1,1693.9719768792013,685
76,2,1192.001361076998,904
76,3,1744.1830484571358,288
76,4,2112.8295527533205,307
76,5,1406.6336969474655,312
76,6,2159.5334858495057,873
76,7,1546.9880536381856,755
76,8,1795.935135585762,35
76,9,1676.3060643795413,207
76,10,1376.4117070367247,353
77,1,1699.0131818036518,725
77,2,1905.526402978114,159
77,3,2139.375837119321,805
77,4,1717.5757514476747,516
77,5,2062.1349122880347,956
77,6,2030.437150540415,152
77,7,2085.688038311163,617
77,8,2683.8638479989677,420
77,9,1775.1447255582325,740
77,10,1688.0504453360409,578
78,1,2195.0830689697686,295
78,2,1931.7908273044413,938
78,3,1416.8338602230751,530
78,4,1335.3660532463364,552
78,5,1653.138166892549,794
78,6,1986.7669000027745,520
78,7,2297.0965409114324,298
78,8,1337.8743984332891,940
78,9,1869.1922730793094,293
78,10,1102.5962182540593,837
79,1,1767.802201321027,502
79,2,1579.214424239991,828
79,3,2283.020240608014,231
79,4,1306.2670411454046,985
79,5,1594.2787239634965,145
79,6,1882.6574632405593,891
79,7,1537.8148963525723,163
79,8,1312.1346856233781,229
79,9,1805.0655175259685,460
79,10,1771.8703651431988,952
80,1,1378.1146114250155,287
80,2,1634.2116015281395,395
80,3,1754.87404366145,592
80,4,2098.6645756086837,970
80,5,2385.3102894060057,361
80,6,1623.0064228756669,257
80,7,2456.925086342756,972
80,8,1422.0240100880533,513
80,9,1577.3940775329065,284
80,10,1408.6033812577725,121
81,1,1308.9825026101978,204
81,2,2161.707438024429,165
81,3,2012.1635049037147,824
81,4,2091.089666178018,156
81,5,1852.1724124969514,251
81,6,2126.8310128081303,957
81,7,1703.513059186211,282
81,8,1664.6984909610217,797
81,9,1428.7975063658862,485
81,10,1988.7746915680755,757
82,1,2314.7268024018736,276
82,2,2031.5645985106296,693
82,3,2391.500625138545,126
82,4,1736.0593989998035,994
82,5,1336.6606519180598,427
82,6,1951.0287247805634,178
82,7,1928.3612031571158,151
82,8,1173.6332896198173,384
82,9,1819.156890400243,8
82,10,1836.1769801672133,341
83,1,1882.9707457784784,352
83,2,1604.7859387964731,358
83,3,1742.795279770996,802
83,4,1865.229861953917,193
83,5,1790.733709328526,145
83,6,2401.0221801546313,538
83,7,1860.3297140144903,588
83,8,2115.1963188022837,987
83,9,1859.2697970517147,801
83,10,1934.7685304759236,1
84,1,1991.6190666087555,53
84,2,1457.098526180855,304
84,3,1568.5115032749366,220
84,4,1888.9884959028527,962
84,5,1780.7584960221022,688
84,6,1898.628723091044,781
84,7,1902.1800057299574,489
84,8,2230.5544647570155,971
84,9,1726.7530094128053,494
84,10,2089.2261504865073,644
85,1,2114.0760382950034,594
85,2,1970.9850916024147,397
85,3,1710.7309489920024,331
85,4,2212.712043993486,641
85,5,1836.1499876367902,601
85,6,1491.397700061275,725
85,7,1471.1174739314395,711
85,8,1367.9847352217116,143
85,9,1534.4509503000456,473
85,10,2265.7685446468927,417
86,1,1608.3114756931493,940
86,2,1403.0730619777505,102
86,3,1850.908137705606,622
86,4,1589.9652380384975,974
86,5,1593.554896446683,3
86,6,2475.7307416032927,85
86,7,1817.7426366817267,454
86,8,2137.8351078046144,924
86,9,1383.1282599709211,293
86,10,1306.3803759129323,975
87,1,2498.5857025264695,944
87,2,2017.5454198145226,343
87,3,1978.4263024995857,891
87,4,2056.024667634092,427
87,5,1724.1942935997108,715
87,6,1917.6253589102607,51
87,7,1573.8106233399972,893
87,8,1715.7974769399677,964
87,9,1538.828215121473,539
87,10,1504.7182874122489,669
88,1,1853.9682453460434,144
88,2,2217.6006859033796,106
88,3,2254.3552687768743,945
88,4,2031.9249567532581,589
88,5,1505.253781938507,459
88,6,1732.6100550008925,263
88,7,1509.2401169058703,909
88,8,1965.3111906727613,159
88,9,1619.589706814636,938
88,10,1895.934580242761,445
89,1,2219.2244109181115,385
89,2,1777.456749956995,172
89,3,1837.5673507943723,891
89,4,1671.1783376624242,141
89,5,2161.8460187011774,726
89,6,1915.1914657640586,220
89,7,1589.4024936579733,10
89,8,1601.1297247347156,984
89,9,2144.8259184791145,584
89,10,1709.7287941915922,152
90,1,1426.8410293826146,293
90,2,1592.1284406612278,580
90,3,2040.8704854437058,60
90,4,1631.8655545531428,167
90,5,1597.9528127268395,676
90,6,1883.6982486671407,970
90,7,2466.8086887405225,687
90,8,1428.6537167738652,561
90,9,1990.1330642796295,631
90,10,1924.1397292354495,661
91,1,2167.375331287843,160
91,2,2287.018968689714,523
91,3,1632.75246449765,509
91,4,1389.0591061262767,441
91,5,1894.3150482164542,803
91,6,1799.3748607739449,263
91,7,1558.8976296090807,374
91,8,2291.73504163322,637
91,9,2092.915186038631,999
91,10,2131.2147409450063,280
92,1,1970.6949237555825,167
92,2,2288.5189869385613,621
92,3,1469.7662151489944,425
92,4,1586.6104125718387,999
92,5,1810.2250404777678,642
92,6,1569.0080306824075,956
92,7,1613.4545098480826,149
92,8,2010.4119194517668,776
92,9,1899.264069664337,812
92,10,2050.0586884826776,381
93,1,1392.823430751966,130
93,2,1743.275559251438,727
93,3,1350.12376313912,803
93,4,1401.1070093282078,354
93,5,1214.6644575453429,662
93,6,1611.3213326433922,812
93,7,2193.36306911772,311
93,8,2008.3218956836113,208
93,9,1333.1979801678951,55
93,10,1253.4285802042937,912
94,1,1793.9943301966714,542
94,2,1915.0835912363796,237
94,3,1574.0105326984328,286
94,4,2036.79468355638,149
94,5,1729.0258947812576,456
94,6,1681.0818494856585,743
94,7,1889.4156630321527,460
94,8,2100.578264686558,550
94,9,1712.7581759567886,749
94,10,1677.6530741794368,578
95,1,1339.0644778529313,761
95,2,1442.8054283463898,969
95,3,2193.021928331356,702
95,4,1811.7491713085576,407
95,5,1934.7032890256808,143
95,6,1640.847713118553,342
